AGNO,RBD,DGV_RBD,NOM_RBD,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,ESTADO_ESTAB,COD_ENSE,COD_ENSE2,COD_ENSE3,COD_GRADO,COD_GRADO2,LET_CUR,COD_JOR,COD_TIP_CUR,COD_DES_CUR,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,COD_REG_ALU,COD_COM_ALU,NOM_COM_ALU,COD_SEC,COD_ESPE,COD_RAMA,COD_MEN,ENS
2012,5667,7,ESC.PARTIC. MONS.GUIDO DE RAMBERGA,9,,,9112,PADRE LAS CASAS,,,3,2,0,,10,1,1,5,5,A,1,0,,16535094,2,20070216,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5667,7,ESC.PARTIC. MONS.GUIDO DE RAMBERGA,9,,,9112,PADRE LAS CASAS,,,3,2,0,,10,1,1,5,5,A,1,0,,18705763,2,20061114,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5678,2,ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN,9,,,9112,PADRE LAS CASAS,,,3,2,0,,110,2,2,3,3,A,3,0,,23519662,2,20040107,8,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5695,2,ESCUELA PARTICULAR SAN RAFAEL ARCANGEL,9,,,9112,PADRE LAS CASAS,,,3,2,0,,110,2,2,2,2,A,3,0,,16015582,1,20041121,7,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5698,7,ESCUELA PARTICULAR ARAUCANIA,9,,,9101,TEMUCO,,,3,2,0,,110,2,2,2,2,A,2,0,,24314819,1,20050610,7,9,9101,TEMUCO,0,0,0,,3
2012,5703,7,LICEO TECNICO PROF. CENTENARIO,9,,,9101,TEMUCO,,,3,2,0,,110,2,2,2,2,A,3,0,,21194037,1,20040412,8,9,9101,TEMUCO,0,0,0,,3
2012,5703,7,LICEO TECNICO PROF. CENTENARIO,9,,,9101,TEMUCO,,,3,2,0,,110,2,2,6,6,A,3,0,,10599472,2,20010206,11,9,9101,TEMUCO,0,0,0,,3
2012,5713,4,COLEGIO PARTICULAR I. CULTURA BRITANICA,9,,,9101,TEMUCO,,,3,2,0,,310,5,4,1,1,B,1,0,,1863055,2,19950205,17,9,9119,VILCUN,0,0,0,,5
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,2,0,,9536052,2,20080302,4,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,1158908,2,20060728,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,3263093,2,20060827,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,19666093,2,20060927,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,5,5,A,1,0,,21890603,1,20070329,5,9,9112,PADRE LAS CASAS,0,0,0,,1
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,1,1,A,3,0,,455497,1,20050831,6,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,1,1,A,3,0,,7551278,1,20050818,6,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,2,2,A,3,0,,18455000,2,20050615,7,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,3,3,A,3,0,,13835930,1,20030811,8,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,4,4,A,3,0,,10138579,2,20021126,9,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,5,5,A,3,0,,2392997,2,20010921,10,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,5,5,A,3,0,,6718896,1,20011211,10,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,5,5,A,3,0,,13080257,1,20011013,10,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,5,5,A,3,0,,19205149,2,20011112,10,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,6,6,A,3,0,,15142200,2,20000301,12,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5730,4,ESCUELA PARTICULAR ROBLE HUACHO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,7,7,A,3,0,,19600350,2,20000107,12,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5737,1,ESCUELA PARTICULAR HERMANO PASCUAL,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,2,2,A,3,0,,21852149,1,20040922,7,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5770,3,ESCUELA PARTICULAR JUAN ARIAS MANSILLA,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,1,1,A,1,1,,13017825,1,20060627,6,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5770,3,ESCUELA PARTICULAR JUAN ARIAS MANSILLA,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,2,2,A,1,1,,19864919,2,20041119,7,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5770,3,ESCUELA PARTICULAR JUAN ARIAS MANSILLA,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,3,3,A,1,1,,17284155,2,20031128,8,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5770,3,ESCUELA PARTICULAR JUAN ARIAS MANSILLA,9,,,9112,PADRE LAS CASAS,,,3,2,1,,110,2,2,3,3,A,1,1,,20508113,2,20040126,8,9,9112,PADRE LAS CASAS,0,0,0,,3
2012,5774,6,ESCUELA PARTICULAR SAN FRANCISCO,9,,,9112,PADRE LAS CASAS,,,3,2,1,,10,1,1,4,4,A,1,0,,1672857,2,20080119,4,9,9112,PADRE LAS CASAS,0,0,0,,1
