cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,rango_edad,AÑO_ING_PRI_AÑO,SEM_ING_PRI_AÑO,AÑO_ING_CARR,SEM_ING_CARR,nomb_titulo_obtenido,nomb_grado_obtenido,FECHA_OBTENCION_TITULO,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,version,tipo_plan_carr,AREA_CINEUNESCO,oecd_area,oecd_subarea,AREA_CARRERA_GENERICA_N
TIT_2018,I45S2C1J1V1,18096632,1,199207,25,25 A 29 AÑOS,2011,1,2011,1,ARQUITECTO,LICENCIADO EN ARQUITECTURA,20180619,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),1,ARQUITECTURA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ARTE Y ARQUITECTURA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",ARQUITECTURA Y CONSTRUCCIÓN,ARQUITECTURA
TIT_2020,I86S5C28J1V1,12852418,1,199206,28,25 A 29 AÑOS,2017,1,2017,1,CONSTRUCTOR CIVIL,LICENCIADO EN CONSTRUCCION,20200731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,28,CONSTRUCCION CIVIL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",ARQUITECTURA Y CONSTRUCCIÓN,CONSTRUCCIÓN CIVIL
TIT_2014,I86S5C523J1V1,3857204,1,198901,25,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA,20140731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,523,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA MECANICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2016,I88S4C20J1V1,4121425,1,199002,26,25 A 29 AÑOS,2009,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION,20160704,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,SEDE SANTIAGO ORIENTE,20,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,VITACURA,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2014,I86S5C523J1V1,4197125,1,198908,24,20 A 24 AÑOS,2008,1,2010,1,INGENIERO CIVIL DE INDUSTRIAS,,20140929,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,523,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA MECANICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2014,I86S5C89J1V1,4197125,1,198908,24,20 A 24 AÑOS,2013,1,,,,MAGISTER EN CIENCIAS DE LA INGENIERIA,20140929,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,89,MAGISTER EN CIENCIAS DE LA INGENIERIA,POSTGRADO,MAGISTER,MAGISTER,4,0,4,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,MAGISTER EN TECNOLOGÍA
TIT_2014,I86S5C521J1V1,5916627,1,198908,24,20 A 24 AÑOS,2009,1,,,INGENIERO CIVIL DE INDUSTRIAS,,20140731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,521,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA HIDRAULICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2015,I34S1C37J1V1,7893338,1,198905,26,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL ELECTRICO,,20150618,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),37,INGENIERIA CIVIL ELECTRICA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,1,12,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,INGENIERÍA CIVIL ELÉCTRICA
TIT_2020,I20S1C1J2V3,8052510,1,198908,30,30 A 34 AÑOS,2015,1,2015,1,INGENIERO COMERCIAL CON MENCION EN ECONOMIA Y FINANZAS O MENCION ADMINISTRACION,LICENCIADO EN CS ECONOMICAS Y ADMINISTRATIVAS,20200407,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,20,UNIVERSIDAD ANDRES BELLO,1,CASA CENTRAL (SANTIAGO),1,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,VESPERTINO,PRESENCIAL,3,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2016,I34S1C9J1V1,8905846,1,198909,26,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL INDUSTRIAL,,20160503,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),9,INGENIERIA CIVIL INDUSTRIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,1,12,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2014,I86S5C521J1V1,10748765,1,198906,25,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,LICENCIADO EN CIENCIAS DE LA INGENIERIA,20140731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,521,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA HIDRAULICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2013,I86S5C523J1V1,10856287,1,198910,23,20 A 24 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,,20130731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,523,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA MECANICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2014,I34S1C42J1V1,11438045,1,198904,25,25 A 29 AÑOS,2009,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ADMINISTRATIVAS,20141214,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),42,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,1,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2014,I86S5C515J1V1,11579098,1,198912,24,20 A 24 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,,20140731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,515,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA DE COMPUTACION",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2014,I86S5C521J1V1,12436861,1,198904,25,25 A 29 AÑOS,2008,1,2010,1,INGENIERO CIVIL DE INDUSTRIAS,,20140303,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,521,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA HIDRAULICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2015,I34S1C9J1V1,12725815,1,198906,26,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL INDUSTRIAL,,20150810,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),9,INGENIERIA CIVIL INDUSTRIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,1,12,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2014,I86S5C523J1V1,12903709,1,198909,24,20 A 24 AÑOS,2008,1,2010,1,INGENIERO CIVIL DE INDUSTRIAS,,20140731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,523,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA MECANICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2013,I86S5C519J1V1,13141677,1,198912,23,20 A 24 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,,20130731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,519,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA ELECTRICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2013,I86S5C57J1V1,14255487,1,198906,24,20 A 24 AÑOS,2008,1,,,INGENIERO COMERCIAL MENCION EN ADMINISTRACION DE EMPRESAS,LICENCIADO EN CIENCIAS ECONOMICAS Y DE LA ADMINISTRACION,20130731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,57,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I86T2017N131,16174544,1,198904,28,25 A 29 AÑOS,2017,1,,,DIPLOMADO EN GESTION INMOBILIARIA,,20170808,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,SEDE LO CONTADOR,,DIPLOMADO EN GESTION INMOBILIARIA,POSTÍTULO,DIPLOMADO (SUPERIOR A UN SEMESTRE),POSTÍTULO,2,0,2,METROPOLITANA,SANTIAGO,PROVIDENCIA,VESPERTINO,PRESENCIAL,,PLAN ESPECIAL,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,POSTÍTULO EN ADMINISTRACIÓN Y COMERCIO
TIT_2014,I86S4C4J1V1,16174544,1,198904,25,25 A 29 AÑOS,2008,1,,,ARQUITECTO,LICENCIADO EN ARQUITECTURA,20140610,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,SEDE LO CONTADOR,4,ARQUITECTURA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,PROVIDENCIA,DIURNO,PRESENCIAL,1,PLAN REGULAR,ARTE Y ARQUITECTURA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",ARQUITECTURA Y CONSTRUCCIÓN,ARQUITECTURA
TIT_2013,I23S2C1J1V1,16403679,1,199002,23,20 A 24 AÑOS,2009,2,,,INGENIERO COMERCIAL,LICENCIADO EN ADMINISTRACION DE EMPRESAS,20130328,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,1,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2013,I23S3C51J1V1,16403679,1,199002,23,20 A 24 AÑOS,2012,1,,,,MAGISTER EN FINANZAS,20130328,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,3,SEDE PRESIDENTE ERRAZURIZ,51,MAGISTER OF SCIENCE EN FINANZAS,POSTGRADO,MAGISTER,MAGISTER,2,0,2,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,MAGISTER EN ADMINISTRACIÓN Y COMERCIO
TIT_2015,I86S5C512J1V1,16413402,1,198902,26,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL EN COMPUTACION,,20150904,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,512,INGENIERIA CIVIL DE COMPUTACION,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,CIENCIAS,INFORMÁTICA,INGENIERÍA CIVIL EN COMPUTACIÓN E INFORMÁTICA
TIT_2015,I86S5C531J1V1,16479790,1,199001,25,25 A 29 AÑOS,2009,1,,,INGENIERO CIVIL,,20151023,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,531,"INGENIERIA CIVIL, DIPLOMA EN INGENIERIA ESTRUCTURAL",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",ARQUITECTURA Y CONSTRUCCIÓN,OTRAS INGENIERÍAS CIVILES
TIT_2015,I86S5C89J1V1,16479790,1,199001,25,25 A 29 AÑOS,2013,2,,,,MAGISTER EN CIENCIAS DE LA INGENIERIA,20151023,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,89,MAGISTER EN CIENCIAS DE LA INGENIERIA,POSTGRADO,MAGISTER,MAGISTER,4,0,4,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,MAGISTER EN TECNOLOGÍA
TIT_2015,I86S5C519J1V1,18091046,1,199002,25,25 A 29 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,,20150527,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,519,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA ELECTRICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2015,I86S5C89J1V1,18091046,1,199002,25,25 A 29 AÑOS,2012,2,,,,MAGISTER EN CIENCIAS DE LA INGENIERIA,20150527,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,89,MAGISTER EN CIENCIAS DE LA INGENIERIA,POSTGRADO,MAGISTER,MAGISTER,4,0,4,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,MAGISTER EN TECNOLOGÍA
TIT_2016,I70S1C48J1V1,19769330,1,198903,27,25 A 29 AÑOS,2008,1,2011,1,INGENIERO CIVIL,"LICENCIADO EN CIENCIAS DE LA INGENIERIA, MENCION CIVIL",20160607,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),48,INGENIERIA CIVIL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR DE CONTINUIDAD,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,"INGENIERÍA CIVIL, PLAN COMÚN Y LICENCIATURA EN CIENCIAS DE LA INGENIERÍA"
TIT_2013,I86S5C521J1V1,20218776,1,198907,23,20 A 24 AÑOS,2008,1,,,INGENIERO CIVIL DE INDUSTRIAS,,20130731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,521,"INGENIERIA CIVIL DE INDUSTRIAS, DIPLOMA EN INGENIERIA HIDRAULICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INDUSTRIA Y PRODUCCIÓN,INGENIERÍA CIVIL INDUSTRIAL
TIT_2017,I86S5C533J1V1,20624050,1,198810,28,25 A 29 AÑOS,2008,1,2010,2,INGENIERO CIVIL,,20180122,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,533,"INGENIERIA CIVIL, DIPLOMA EN INGENIERIA HIDRAULICA",PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,OTRAS INGENIERÍAS CIVILES
TIT_2013,I86S5C28J1V1,21346910,1,198908,23,20 A 24 AÑOS,2009,1,,,CONSTRUCTOR CIVIL,LICENCIADO EN CONSTRUCCION,20140121,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,28,CONSTRUCCION CIVIL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",ARQUITECTURA Y CONSTRUCCIÓN,CONSTRUCCIÓN CIVIL
TIT_2015,I70S1C49J1V1,22838795,1,198902,26,25 A 29 AÑOS,2011,1,2008,,INGENIERO CIVIL ELECTRICO,,20150310,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),49,INGENIERIA CIVIL ELECTRICA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,12,0,12,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR DE CONTINUIDAD,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,INGENIERÍA CIVIL ELÉCTRICA
TIT_2013,I88S4C53J1V1,22997074,1,198902,24,20 A 24 AÑOS,2010,1,,,PILOTO COMERCIAL,,20131202,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,SEDE SANTIAGO ORIENTE,53,PILOTO COMERCIAL,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,6,0,6,METROPOLITANA,SANTIAGO,VITACURA,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,SERVICIOS,SERVICIOS DE TRANSPORTE,OTROS PROFESIONALES DE TECNOLOGÍA
