cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,EDAD_ALU,rango_edad,AÑO_ING_PRI_AÑO,SEM_ING_PRI_AÑO,AÑO_ING_CARR,SEM_ING_CARR,nomb_titulo_obtenido,nomb_grado_obtenido,FECHA_OBTENCION_TITULO,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,version,tipo_plan_carr,AREA_CINEUNESCO,oecd_area,oecd_subarea,AREA_CARRERA_GENERICA_N
TIT_2016,I45S2C24J1V1,20787353,1,199201,24,20 A 24 AÑOS,2011,1,,,PUBLICISTA,LICENCIADO EN COMUNICACION PERSUASIVA,20161005,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),24,PUBLICIDAD,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,PUBLICIDAD
TIT_2014,I88S4C53J1V1,9935660,1,199201,22,20 A 24 AÑOS,2011,1,,,PILOTO COMERCIAL,,20141013,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,4,SEDE SANTIAGO ORIENTE,53,PILOTO COMERCIAL,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,6,0,6,METROPOLITANA,SANTIAGO,VITACURA,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,SERVICIOS,SERVICIOS DE TRANSPORTE,OTROS PROFESIONALES DE TECNOLOGÍA
TIT_2017,I45S2C15J1V1,4263242,1,199201,25,25 A 29 AÑOS,2011,1,,,DISEÑADOR CON MENCION EN DISEÑO DIGITAL,LICENCIADO EN DISEÑO CON MENCION EN DISEÑO DIGITAL,20170309,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),15,DISEÑO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ARTE Y ARQUITECTURA,HUMANIDADES Y ARTES,ARTES,DISEÑO
TIT_2018,I111S16C22J1V1,7265496,1,199201,26,25 A 29 AÑOS,2014,1,2014,2,INGENIERIA EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,,20181008,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,111,IP DUOC UC,16,SEDE SAN JOAQUIN,22,INGENIERIA EN MECANICA AUTOMOTRIZ Y AUTOTRONICA,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,METROPOLITANA,SANTIAGO,SAN JOAQUIN,DIURNO,PRESENCIAL,1,PLAN REGULAR,TECNOLOGÍA,"INGENIERÍA, INDUSTRIA Y CONSTRUCCIÓN",INGENIERÍA Y PROFESIONES AFINES,INGENIERÍA EN MECÁNICA AUTOMOTRIZ
TIT_2017,I47S1C6J1V1,1987568,1,199207,24,20 A 24 AÑOS,2011,1,2011,1,PUBLICISTA,LICENCIADO EN COMUNICACIONES,20170831,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,47,UNIVERSIDAD DEL PACIFICO,1,SEDE LAS CONDES,6,PUBLICIDAD,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,9,1,9,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,PUBLICIDAD
TIT_2016,I45S2C2J1V1,15830879,1,199209,23,20 A 24 AÑOS,2012,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20161230,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),2,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2019,I100S38C169J1V1,10716151,1,199206,27,25 A 29 AÑOS,2013,1,2014,2,INGENIERO AGRICOLA,,20200212,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,100,IP INACAP,38,SEDE SANTIAGO SUR,169,INGENIERIA AGRICOLA,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,MACUL,DIURNO,PRESENCIAL,1,PLAN REGULAR,AGROPECUARIA,AGRICULTURA,"AGRICULTURA, SILVICULTURA Y PESCA",INGENIERÍA AGRÍCOLA
TIT_2018,I86S4C31J1V1,786976,1,199212,25,25 A 29 AÑOS,2011,2,2011,2,DISEÑADOR,LICENCIADO EN DISEÑO,20180731,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,4,SEDE LO CONTADOR,31,DISEÑO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,PROVIDENCIA,DIURNO,PRESENCIAL,1,PLAN REGULAR,ARTE Y ARQUITECTURA,HUMANIDADES Y ARTES,ARTES,DISEÑO
TIT_2017,I111S4C2J1V1,22037815,1,199206,25,25 A 29 AÑOS,9998,,2014,1,PUBLICISTA,,20170526,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,INSTITUTOS PROFESIONALES,111,IP DUOC UC,4,SEDE VIÑA DEL MAR,2,PUBLICIDAD,PREGRADO,PROFESIONAL SIN LICENCIATURA,CARRERAS PROFESIONALES,8,1,8,VALPARAÍSO,VALPARAISO,VIÑA DEL MAR,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,PUBLICIDAD
TIT_2017,I20S2C19J1V1,12851078,1,199209,24,20 A 24 AÑOS,2012,1,,,PROFESOR DE EDUCACION FISICA PARA LA EDUCACION GENERAL BASICA,LICENCIADO EN EDUCACION,20170615,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,20,UNIVERSIDAD ANDRES BELLO,2,SEDE CASONA DE LAS CONDES,19,EDUCACION FISICA PARA LA EDUCACION GENERAL BASICA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,PEDAGOGÍA EN EDUCACIÓN FÍSICA
TIT_2015,I45S2C2J1V1,12464387,1,199110,23,20 A 24 AÑOS,2012,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20151231,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),2,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I70S1C811J1V1,11690390,1,199206,25,25 A 29 AÑOS,2016,1,,,,MAGISTER EN ANALISIS ECONOMICO,20170602,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),811,MAGISTER EN ANALISIS ECONOMICO,POSTGRADO,MAGISTER,MAGISTER,4,0,4,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,MAGISTER EN CIENCIAS SOCIALES
TIT_2016,I70S1C58J1V1,11690390,1,199206,24,20 A 24 AÑOS,2012,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ECONOMICAS,20161115,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),58,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2016,I34S1C42J1V1,1403552,1,199201,24,20 A 24 AÑOS,2011,1,2012,1,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ADMINISTRATIVAS,20170228,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),42,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,1,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I86S1C29J1V1,17251730,1,199201,25,25 A 29 AÑOS,2012,1,,,,LICENCIADO EN DERECHO,20171017,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,CASA CENTRAL,29,DERECHO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,DERECHO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",DERECHO,DERECHO
TIT_2018,I70S1C23J1V1,17064346,1,199201,26,25 A 29 AÑOS,2011,1,2011,1,DISEÑADOR INDUSTRIAL,"LICENCIADO EN DISEÑO, CON MENCION EN DISEÑO INDUSTRIAL",20180511,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),23,DISEÑO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,ARTE Y ARQUITECTURA,HUMANIDADES Y ARTES,ARTES,DISEÑO
TIT_2015,I45S2C2J1V1,9689590,1,199201,23,20 A 24 AÑOS,2011,1,2012,1,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20151231,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),2,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2016,I45S2C2J1V1,23403097,1,199203,24,20 A 24 AÑOS,2011,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20161230,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),2,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2018,I20S1C110J2V1,6415187,1,199203,26,25 A 29 AÑOS,2018,1,2018,1,PROFESOR DE EDUCACION MEDIA EN EDUCACION FISICA,LICENCIADO EN EDUCACION,20190115,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,20,UNIVERSIDAD ANDRES BELLO,1,CASA CENTRAL (SANTIAGO),110,PROGRAMA DE PEDAGOGIA EN EDUCACION MEDIA PARA LICENCIADOS (PLAN ESPECIAL),PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,2,0,2,METROPOLITANA,SANTIAGO,SANTIAGO,VESPERTINO,PRESENCIAL,1,PLAN ESPECIAL,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,PROGRAMAS DE FORMACIÓN PEDAGÓGICA
TIT_2018,I20S2C19J1V1,6415187,1,199203,26,25 A 29 AÑOS,2013,2,2013,2,PROFESOR DE EDUCACION FISICA PARA LA EDUCACION GENERAL BASICA,LICENCIADO EN EDUCACION,20180319,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,20,UNIVERSIDAD ANDRES BELLO,2,SEDE CASONA DE LAS CONDES,19,EDUCACION FISICA PARA LA EDUCACION GENERAL BASICA,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,8,0,8,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,EDUCACIÓN,EDUCACIÓN,FORMACIÓN DE PERSONAL DOCENTE,PEDAGOGÍA EN EDUCACIÓN FÍSICA
TIT_2017,I23S2C1J1V1,23965472,1,199203,25,25 A 29 AÑOS,2011,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS EN LA ADMINISTRACION DE EMPRESAS,20170407,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,1,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I23S2C50J1V1,23965472,1,199203,25,25 A 29 AÑOS,2016,1,,,,MAGISTER EN MARKETING,20170407,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,50,MAGISTER EN MARKETING,POSTGRADO,MAGISTER,MAGISTER,2,0,2,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,MAGISTER EN ADMINISTRACIÓN Y COMERCIO
TIT_2016,I34S1C40J1V1,16100473,1,199204,24,20 A 24 AÑOS,2011,1,,,,LICENCIADO EN CIENCIAS JURIDICAS,20170110,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),40,DERECHO,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,1,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,DERECHO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",DERECHO,DERECHO
TIT_2017,I34S1C42J1V1,10788941,1,199204,25,25 A 29 AÑOS,2011,1,2012,1,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20170728,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),42,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,1,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2016,I26S1C8J1V1,9218660,1,199205,24,20 A 24 AÑOS,2012,1,,,PUBLICISTA,LICENCIADO EN COMUNICACION Y MARKETING,20170130,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,26,"UNIVERSIDAD DE ARTES, CIENCIAS Y COMUNICACION - UNIACC",1,CASA CENTRAL (SANTIAGO),8,PUBLICIDAD,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,9,1,10,METROPOLITANA,SANTIAGO,PROVIDENCIA,DIURNO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,PUBLICIDAD
TIT_2016,I70S1C58J1V1,6014392,1,199205,24,20 A 24 AÑOS,2012,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ECONOMICAS,20161220,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),58,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2015,I45S2C2J1V1,211790,1,199206,23,20 A 24 AÑOS,2011,1,2012,1,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20151231,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),2,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I70S1C58J1V1,660395,1,199206,25,25 A 29 AÑOS,2011,1,,,INGENIERO COMERCIAL,,20170307,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),58,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I34S1C42J1V1,2638758,1,199207,24,20 A 24 AÑOS,2012,1,2012,1,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ADMINISTRATIVAS,20180118,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),42,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,1,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I23S2C1J1V1,9581530,1,199207,24,20 A 24 AÑOS,2011,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS EN LA ADMINISTRACION DE EMPRESAS,20170911,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,1,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I23S2C51J1V1,9581530,1,199207,24,20 A 24 AÑOS,2016,1,,,,MAGISTER EN FINANZAS,20170911,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,51,MAGISTER EN FINANZAS,POSTGRADO,MAGISTER,MAGISTER,2,0,2,METROPOLITANA,SANTIAGO,PEÑALOLEN,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,MAGISTER EN ADMINISTRACIÓN Y COMERCIO
TIT_2020,I3S1C439J2V1,2119532,1,199208,27,25 A 29 AÑOS,2019,1,2019,1,DIPLOMADO EN NEUROCIENCIA COGNITIVA Y SOCIAL,,20200825,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES PRIVADAS CRUCH,3,UNIVERSIDAD DIEGO PORTALES,1,CASA CENTRAL (SANTIAGO),439,DIPLOMADO EN NEUROCIENCIA COGNITIVA Y SOCIAL,POSTÍTULO,DIPLOMADO (SUPERIOR A UN SEMESTRE),POSTÍTULO,1,0,1,METROPOLITANA,SANTIAGO,SANTIAGO,VESPERTINO,PRESENCIAL,1,PLAN REGULAR,CIENCIAS SOCIALES,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",CIENCIAS SOCIALES Y DEL COMPORTAMIENTO,POSTÍTULO EN CIENCIAS SOCIALES
TIT_2016,I70S1C58J1V1,2119532,1,199208,23,20 A 24 AÑOS,2012,1,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS ECONOMICAS,20161216,UNIVERSIDADES,UNIVERSIDADES CRUCH,UNIVERSIDADES ESTATALES CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),58,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,SANTIAGO,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
TIT_2017,I45S2C2J1V1,22300496,1,199209,24,20 A 24 AÑOS,2012,2,,,INGENIERO COMERCIAL,LICENCIADO EN CIENCIAS DE LA ADMINISTRACION DE EMPRESAS,20170731,UNIVERSIDADES,UNIVERSIDADES PRIVADAS,UNIVERSIDADES PRIVADAS,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),2,INGENIERIA COMERCIAL,PREGRADO,PROFESIONAL CON LICENCIATURA,CARRERAS PROFESIONALES,10,0,10,METROPOLITANA,SANTIAGO,LAS CONDES,DIURNO,PRESENCIAL,1,PLAN REGULAR,ADMINISTRACIÓN Y COMERCIO,"CIENCIAS SOCIALES, ENSEÑANZA COMERCIAL Y DERECHO",ENSEÑANZA COMERCIAL Y ADMINISTRACIÓN,INGENIERÍA COMERCIAL
